https://www.thonky.com/animal-crossing-new-leaf/paintings/Great_Wave_off_Kanagawa2.jpg,Dynamic Painting,"In the fake, Mt. Fuji is very large and takes up most of the space under the
wave. If Mt. Fuji is small, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/las-meninas.jpg,Solemn Painting,"If the blonde girl is twice as tall as the girl to the left, it's fake.
If the blonde girl is close to the same height as the girl to the left, 
it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/300px-Johannes_Vermeer_-_De_melkmeid.jpg,Quaint Painting,"If she is not wearing a hat, it's fake. If she is wearing a white hat, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/300px-Thomas_Gainsborough_008.jpg,Basic Painting,"If both of his arms are bent at his sides, it's fake. If only one of his arms is
bent, it's genuine."

"https://www.thonky.com/animal-crossing-new-leaf/paintings/Mona_Lisa,_by_Leonardo_da_Vinci,_from_C2RMF_natural_color.jpg",Famous Painting,"If her fingers are pointing to the bottom left corner of the picture, it's fake. 
If her fingers are pointing
to the bottom right corner of the picture, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/cezanne.jpg,Perfect Painting,This painting is always genuine.

https://www.thonky.com/animal-crossing-new-leaf/paintings/714px-Rembrandt_nightwatch_large.jpg,Amazing Painting,"If the man in white is on the left and the man in black is on the right, it's
fake. If the man in white is on the right and the man in black is on the left, it's
genuine."

"https://www.thonky.com/animal-crossing-new-leaf/paintings/349px-Manet,_Edouard_-_Young_Flautist,_or_The_Fifer,_1866_(2).jpg",Nice Painting,This painting is always genuine.

https://www.thonky.com/animal-crossing-new-leaf/paintings/Sandro_Botticelli_-_La_nascita_di_Venere_-_Google_Art_Project_-_edited.jpg,Moving Painting,The fake has an upside-down shell.

https://www.thonky.com/animal-crossing-new-leaf/paintings/gleaners.jpg,Common Painting,This painting is always genuine.

https://www.thonky.com/animal-crossing-new-leaf/paintings/464px-Van_Gogh_Vase_with_Fifteen_Sunflowers.jpg,Flowery Painting,This painting is always genuine.

https://www.thonky.com/animal-crossing-new-leaf/paintings/800px-Goya_Maja_ubrana2.jpg,Warm Painting,This painting is always genuine.

"https://www.thonky.com/animal-crossing-new-leaf/paintings/Arcimboldo,_Summer_(1573).jpg",Jolly Painting,"If the nose is made of a carrot and has green leaves hanging down, it's fake.
If the nose is made of a green vegetable, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/757px-Paul_Gauguin_006.jpg,Fine Painting,This painting is always genuine.

"https://www.thonky.com/animal-crossing-new-leaf/paintings/Toshusai_Sharaku-_Otani_Oniji,_1794.jpg",Scary Painting,"If he is only pointing one finger of each hand, it's fake. 
If he has all fingers sticking out, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/Edouard_Manet_004.jpg,Proper Painting,This painting is always genuine.

https://www.thonky.com/animal-crossing-new-leaf/paintings/758px-Canestra_di_frutta_(Caravaggio).jpg,Neutral Painting,"If the big green leaf on the top left has a hole in it from being eaten by insects,
it's fake. If there is no hole made by insects in the big green leaf, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/liberty.jpg,Worthy Painting,This painting is always genuine.

"https://www.thonky.com/animal-crossing-new-leaf/paintings/800px-A_Sunday_on_La_Grande_Jatte,_Georges_Seurat,_1884.jpg",Calm Painting,This painting is always genuine.

https://www.thonky.com/animal-crossing-new-leaf/paintings/sower.jpg,Moody Painting,This painting is always genuine.

https://www.thonky.com/animal-crossing-new-leaf/paintings/Johannes_Vermeer_(1632-1675)_-_The_Girl_With_The_Pearl_Earring_(1665).jpg,Wistful Painting,"If her hat is red, it's fake. If her hat is blue, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/435px-Dama_z_gronostajem.jpg,Serene Painting,"If she is holding a fluffy white cat with a fluffy tail, it's fake. 
If she is holding a skinny white
ermine with no tail, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/hunters-in-snow.jpg,Scenic Painting,This painting is always genuine.

https://www.thonky.com/animal-crossing-new-leaf/paintings/800px-Fujinraijin-tawaraya.jpg,Wild Painting,"If the dark one is on the left and the light one is on the right, it's fake.
If the light one is on the left and the dark one is on the right, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/Beauty_looking_back.jpg,Graceful Painting,"If she is looking to the left, it's fake. If she is looking
to the right, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/Venus_de_Milo_Louvre_Ma399.jpg,Beautiful Statue,"If she has long hair down to her shoulders, it's fake. If her hair only goes down to 
cover her ears, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/Nike_of_Samothrake_Louvre_Ma2369_n2.jpg,Valiant Statue,"If it has bat wings, it's fake. If it has feathery angel wings, it's
genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/David_von_Michelangelo.jpg,Gallant Statue,"If there is cloth hanging down his right shoulder, it's fake. If his right shoulder
is bare, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/Greek_statue_discus_thrower_2_century_aC.jpg,Robust Statue,"If he is holding an object that has bumps on it, it's fake. If he is holding a smooth
disc, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/Kamehameha_I_full_5111.jpg,Great Statue,"If his arm is angled downward, it's fake. If his arm is angled upward, it's
genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/Nofretete_Neues_Museum.jpg,Mystic Statue,"If her hat is spherical, it's fake. If her hat is
cylindrical, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/Dogu_Miyagi_1000_BCE_400_BCE.jpg,Ancient Statue,"If its eyes are open, it's fake. If its eyes are closed, it's genuine."

https://www.thonky.com/animal-crossing-new-leaf/paintings/She-wolf_suckles_Romulus_and_Remus.jpg,Motherly Statue,"If there is only one child below the wolf, it's fake. If there are
two children, it's genuine."

